source,count,message_shape
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_IDO_sonba_i': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_SUM_riak_nan_berbedur': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_MAL_gangganegara': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_menas': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_opereperkep': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_ioci': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_aptapet_ainu': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_tarayka': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_tarayka': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_iskar': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_cup_pet': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_isawa': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_isawa': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_yongzhou': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_muze': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_jiangzhou_N': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_daozhou': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_yanchuan': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_haripunjaya': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_quoc_oai': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_ezhou': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_bozhou_N': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_cheongju': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_BAL_east_amnok': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_FIC_Liao_Changbaishan': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_andong': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_tamna': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_qizhou_N': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_caozhou': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_sarasvati': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_sarasvati': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_yunyang': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_xunyang': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_yamato': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_kofuku_ji': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_vaisali': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_vaisali': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_shazhou': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_mogao': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_luoyang': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_Goryeo_Gaeseong_Gaeseong': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_taizhou': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_omi': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_enryaku_ji': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_yamashiro': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_kyo': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_izumo': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_kizuki_taisha': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'county'X'c_hitachi': county, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
pdx_persistent_reader,1,"Error: ""There'X'barony'X'b_kashima_hitachi': barony, near line: N"" in file: ""common/religion/holy_site_types/N_holy_site_types.txt"" near line: N"
jomini_dynamicdescription,1,Unrecognized loc key trait_light_foot_leader. light_foot_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_light_foot_leader_desc. light_foot_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_heavy_infantry_leader. heavy_infantry_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_heavy_infantry_leader_desc. heavy_infantry_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_cavalry_leader. cavalry_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_cavalry_leader_desc. cavalry_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_experimenter. experimenter
jomini_dynamicdescription,1,Unrecognized loc key trait_experimenter_desc. experimenter
jomini_dynamicdescription,1,Unrecognized loc key trait_mujahid_desc. mujahid
jomini_dynamicdescription,1,Unrecognized loc key trait_eunuch_desc. eunuch
jomini_dynamicdescription,1,Unrecognized loc key trait_blinded. blinded
jomini_dynamicdescription,1,Unrecognized loc key trait_blinded_desc. blinded
jomini_dynamicdescription,1,Unrecognized loc key trait_flat_terrain_leader. flat_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_flat_terrain_leader_desc. flat_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_rough_terrain_leader. rough_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_rough_terrain_leader_desc. rough_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_mountain_terrain_leader. mountain_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_mountain_terrain_leader_desc. mountain_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_desert_terrain_leader. desert_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_desert_terrain_leader_desc. desert_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_unyielding_leader. unyielding_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_unyielding_leader_desc. unyielding_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_has_aztec_disease. has_aztec_disease
jomini_dynamicdescription,1,Unrecognized loc key trait_has_aztec_disease_desc. has_aztec_disease
jomini_dynamicdescription,1,Unrecognized loc key trait_child_of_consort. child_of_consort
jomini_dynamicdescription,1,Unrecognized loc key trait_child_of_consort_desc. child_of_consort
jomini_dynamicdescription,1,Unrecognized loc key trait_monk_desc. monk
jomini_dynamicdescription,1,Unrecognized loc key trait_nun. nun
jomini_dynamicdescription,1,Unrecognized loc key trait_nun_desc. nun
jomini_dynamicdescription,1,Unrecognized loc key trait_on_pilgrimage. on_pilgrimage
jomini_dynamicdescription,1,Unrecognized loc key trait_on_pilgrimage_desc. on_pilgrimage
jomini_dynamicdescription,1,Unrecognized loc key trait_mutazilite. mutazilite
jomini_dynamicdescription,1,Unrecognized loc key trait_mutazilite_desc. mutazilite
jomini_dynamicdescription,1,Unrecognized loc key trait_ashari. ashari
jomini_dynamicdescription,1,Unrecognized loc key trait_ashari_desc. ashari
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_christian. bad_priest_christian
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_christian_desc. bad_priest_christian
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_muslim. bad_priest_muslim
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_muslim_desc. bad_priest_muslim
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_norse. bad_priest_norse
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_norse_desc. bad_priest_norse
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_tengri. bad_priest_tengri
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_tengri_desc. bad_priest_tengri
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_zoroastrian. bad_priest_zoroastrian
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_zoroastrian_desc. bad_priest_zoroastrian
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_aztec. bad_priest_aztec
jomini_dynamicdescription,1,Unrecognized loc key trait_bad_priest_aztec_desc. bad_priest_aztec
jomini_dynamicdescription,1,Unrecognized loc key trait_narrow_flank_leader. narrow_flank_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_narrow_flank_leader_desc. narrow_flank_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_war_elephant_leader. war_elephant_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_war_elephant_leader_desc. war_elephant_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_jungle_terrain_leader. jungle_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_jungle_terrain_leader_desc. jungle_terrain_leader
jomini_dynamicdescription,1,Unrecognized loc key trait_in_hiding. in_hiding
jomini_dynamicdescription,1,Unrecognized loc key trait_in_hiding_desc. in_hiding
jomini_dynamicdescription,1,Unrecognized loc key trait_seductress. seductress
jomini_dynamicdescription,1,Unrecognized loc key trait_seductress_desc. seductress
jomini_dynamicdescription,1,Unrecognized loc key trait_socializer. socializer
jomini_dynamicdescription,1,Unrecognized loc key trait_socializer_desc. socializer
jomini_dynamicdescription,1,Unrecognized loc key trait_gamer. gamer
jomini_dynamicdescription,1,Unrecognized loc key trait_gamer_desc. gamer
jomini_dynamicdescription,1,Unrecognized loc key trait_sick_incapable. sick_incapable
jomini_dynamicdescription,1,Unrecognized loc key trait_sick_incapable_desc. sick_incapable
jomini_dynamicdescription,1,Unrecognized loc key trait_cannot_marry. cannot_marry
jomini_dynamicdescription,1,Unrecognized loc key trait_cannot_marry_desc. cannot_marry
jomini_dynamicdescription,1,Unrecognized loc key trait_sea_queen. sea_queen
jomini_dynamicdescription,1,Unrecognized loc key trait_sea_queen_desc. sea_queen
jomini_dynamicdescription,1,Unrecognized loc key trait_eagle_warrior. eagle_warrior
jomini_dynamicdescription,1,Unrecognized loc key trait_eagle_warrior_desc. eagle_warrior
jomini_dynamicdescription,1,Unrecognized loc key trait_sun_warrior. sun_warrior
jomini_dynamicdescription,1,Unrecognized loc key trait_sun_warrior_desc. sun_warrior
jomini_dynamicdescription,1,Unrecognized loc key trait_ukkos_shield. ukkos_shield
jomini_dynamicdescription,1,Unrecognized loc key trait_ukkos_shield_desc. ukkos_shield
jomini_dynamicdescription,1,Unrecognized loc key trait_nyames_shield. nyames_shield
jomini_dynamicdescription,1,Unrecognized loc key trait_nyames_shield_desc. nyames_shield
